days_published,newspaper_name,city,state,total_circulation,county,state_full
6,Mineral Daily News-Tribune,Keyser,W.Va.,3935,Mineral,West Virginia
1,Hickory Hills Citizen,Hickory Hills,Ill.,3930,Cook,Illinois
1,Elburn Herald,Elburn,Ill.,3920,Kane,Illinois
5,Point Pleasant Register,Point Pleasant,W.Va.,3918,Mason,West Virginia
1,Glen Rock Gazette,Glen Rock,N.J.,3904,Bergen,New Jersey
5,Moundsville Daily Echo,Moundsville,W.Va.,3902,Marshall,West Virginia
1,Los Angeles Wave - Northeast Edition,Los Angeles,Calif.,3900,Los Angeles,California
5,Malvern Daily Record,Malvern,Ark.,3900,Hot Spring,Arkansas
1,Advertiser-Courier The,Hermann,Mo.,3900,Gasconade,Missouri
1,Dillsburg Banner,Dillsburg,Pa.,3900,York,Pennsylvania
6,Rochester Sentinel The,Rochester,Ind.,3900,Fulton,Indiana
1,Custer County Chief,Broken Bow,Neb.,3900,Custer,Nebraska
1,York Weekly,York,N.H.,3900,York,New Hampshire
1,Oscoda Press,Oscoda,Mich.,3900,Iosco,Michigan
1,Cannon Falls Beacon,Cannon Falls,Minn.,3900,Goodhue,Minnesota
6,Shoshone News-Press/ N Idaho Sunday,Kellogg,Idaho,3900,Shoshone,Idaho
1,Clay Times-Journal,Lineville,Ala.,3899,Clay,Alabama
7,Milford Daily News,Milford,Mass.,3896,Worcester,Massachusetts
1,Haralson Gateway Beacon,Haralson,Ga.,3890,Coweta,Georgia
1,Lincoln County News,Chandler,Okla.,3890,Lincoln,Oklahoma
1,McCreary County RecordThe,Whitley City,Ky.,3890,McCreary,Kentucky
1,Post,Big Stone Gap,Va.,3890,Wise,Virginia
1,Uintah Basin Standard,Roosevelt,Utah,3890,Duchesne,Utah
1,Syosset/Jericho Tribune,Jericho,N.Y.,3890,Nassau,New York
1,Our Town,Maywood,N.J.,3890,Bergen,New Jersey
1,Harlan Tribune,Harlan,Iowa,3890,Shelby,Iowa
1,Tupper Lake Free Press,Tupper Lake,N.Y.,3889,Franklin,New York
5,Jackson County Floridan,Marianna,Fla.,3887,Jackson,Florida
2,Lewistown News-Argus,Lewistown,Mont.,3887,Fergus,Montana
1,Haverhill Gazette,Haverhill,Mass.,3882,Essex,Massachusetts
1,Advance News,Pharr,Texas,3880,Hidalgo,Texas
1,Holmes County Times-Advertiser,Bonifay,Fla.,3880,Holmes,Florida
1,Bourbon County Review,Fort Scott,Kan.,3880,Bourbon,Kansas
1,York County Coast Star The,Kennebunk,Maine,3880,York,Maine
1,Chronicle,Glens Falls,N.Y.,3877,Warren,New York
1,Magee Courier,Magee,Miss.,3875,Simpson,Mississippi
2,Anaconda Leader,Anaconda,Mont.,3875,Deer Lodge,Montana
4,Mt Carmel Register,Mt. Carmel,Ill.,3870,Wabash,Illinois
5,Daily Reporter & Sunday Spectator,Wellsville,N.Y.,3870,Allegany,New York
1,Cuba Patriot & Free Press,Cuba,N.Y.,3870,Allegany,New York
2,Brady Standard,Brady,Texas,3868,McCulloch,Texas
1,Moose Lake Star Gazette,Moose Lake,Minn.,3865,Carlton,Minnesota
1,Crittenden Press,Marion,Ky.,3864,Crittenden,Kentucky
1,Pacifica Tribune,Pacifica,Calif.,3857,San Mateo,California
1,Jeff Davis Ledger,Hazlehurst,Ga.,3850,Jeff Davis,Georgia
1,Alleghany News,Sparta,N.C.,3850,Alleghany,North Carolina
1,Gloucester City News,Gloucester City,N.J.,3850,Camden,New Jersey
1,Presque Isle County Advance,Rogers City,Mich.,3850,Presque Isle,Michigan
1,Beverly Citizen,Beverly,Mass.,3849,Essex,Massachusetts
1,Brown County Democrat,Nashville,Ind.,3842,Brown,Indiana
5,Telluride Daily Planet,Telluride,Colo.,3841,San Miguel,Colorado
1,Clearlake Observer-American,Clearlake,Calif.,3841,Lake,California
1,Egg Harbor News,Egg Harbor,N.J.,3841,Atlantic,New Jersey
1,Cooperstown Crier,Cooperstown,N.Y.,3841,Otsego,New York
1,Whitefish Pilot,Whitefish,Mont.,3841,Flathead,Montana
1,Saucon News,Quakertown,Pa.,3840,Bucks,Pennsylvania
1,Madison County Journal,Madison,Miss.,3838,Madison,Mississippi
1,Molalla Pioneer,Molalla,Ore.,3835,Clackamas,Oregon
1,Hinsdale Suburban Life,Hinsdale,Ill.,3834,DuPage,Illinois
1,Belle Plaine Herald,Belle Plaine,Minn.,3834,Scott,Minnesota
1,Perry County Times,New Bloomfield,Pa.,3831,Perry,Pennsylvania
1,Shinnston News & Harrison County Journal,Shinnston,W.Va.,3825,Harrison,West Virginia
6,Daily Chief-Union,Upper Sandusky,Ohio,3822,Wyandot,Ohio
1,Park Ridge Herald-Advocate,Park Ridge,Ill.,3822,Cook,Illinois
1,Sylvester Local News,Sylvester,Ga.,3820,Worth,Georgia
1,Oklahoma City Friday,Oklahoma City,Okla.,3820,Oklahoma,Oklahoma
1,King City Rustler,King City,Calif.,3820,Monterey,California
1,Humboldt Independent,Humboldt,Iowa,3820,Humboldt,Iowa
5,Daily Sun-News,Sunnyside,Wash.,3818,Yakima,Washington
1,Item of Millburn & Short Hills The,Millburn,N.J.,3816,Essex,New Jersey
7,Daily World,Opelousas,La.,3815,St. Landry Parish,Louisiana
1,Cameron County Echo,Emporium,Pa.,3809,Cameron,Pennsylvania
1,Concord Journal The,Concord,Mass.,3807,Middlesex,Massachusetts
1,Becker County Record,Detroit Lakes,Minn.,3806,Becker,Minnesota
1,Whitman County Gazette,Colfax,Wash.,3802,Whitman,Washington
1,Molokai Dispatch The,Kaunakakai,Hawaii,3800,Maui,Hawaii
1,Jackson County Herald/Tribune,Edna,Texas,3800,Jackson,Texas
1,Franklin County Times,Russellville,Ala.,3800,Franklin,Alabama
1,Polk County News/Citizen Advance,Benton,Tenn.,3800,Polk,Tennessee
6,Tryon Daily Bulletin,Tryon,N.C.,3800,Polk,North Carolina
2,Kingfisher Times & Free Press,Kingfisher,Okla.,3800,Kingfisher,Oklahoma
1,Salem Times Register,Salem,Va.,3800,Salem city,Virginia
6,Du Quoin Evening Call,Du Quoin,Ill.,3800,Perry,Illinois
1,Fort Bragg Advocate-News,Fort Bragg,Calif.,3800,Mendocino,California
6,Canton Daily Ledger,Canton,Ill.,3800,Fulton,Illinois
1,Forest Press,Tionesta,Pa.,3800,Forest,Pennsylvania
1,Blair Enterprise,Blair,Neb.,3800,Washington,Nebraska
1,Winthrop News,Winthrop,Iowa,3800,Buchanan,Iowa
1,Buffalo Bulletin,Buffalo,Wyo.,3800,Johnson,Wyoming
1,Valley Reporter The,Waitsfield,Vt.,3798,Washington,Vermont
3,Leesville Daily Leader The,Leesville,La.,3794,Vernon Parish,Louisiana
1,Simpson County News,Mendenhall,Miss.,3790,Simpson,Mississippi
1,Christian County Headliner News,Ozark,Mo.,3789,Christian,Missouri
1,Orland Township Messenger,Orland Park,Ill.,3788,Cook,Illinois
6,Daily Register,Portage,Wisc.,3788,Columbia,Wisconsin
3,Daily Times,Pryor,Okla.,3787,Mayes,Oklahoma
1,Clarke County Tribune,Quitman,Miss.,3785,Clarke,Mississippi
1,Sumter County Times,Bushnell,Fla.,3783,Sumter,Florida
1,Cape May Gazette,Cape May,N.J.,3781,Cape May,New Jersey
1,Lee County Ledger,Leesburg,Ga.,3775,Lee,Georgia
1,Algona Upper Des Moines,Algona,Iowa,3774,Kossuth,Iowa
1,Douglas County Herald,Ava,Mo.,3770,Douglas,Missouri
1,Ontonagon Herald,Ontonagon,Mich.,3770,Ontonagon,Michigan
2,Washington County News,Chipley,Fla.,3764,Washington,Florida
1,Lockhart Post-Register,Lockhart,Texas,3761,Caldwell,Texas
1,Williams-Grand Canyon News,Williams,Ariz.,3760,Coconino,Arizona
1,Ipswich Chronicle,Ipswich,Mass.,3759,Essex,Massachusetts
1,Cannon Courier,Woodbury,Tenn.,3757,Cannon,Tennessee
1,Bristol Phoenix,Bristol,R.I.,3757,Bristol,Rhode Island
1,Clarion Wright County Monitor,Clarion,Iowa,3757,Wright,Iowa
2,Central Oregonian,Prineville,Ore.,3753,Crook,Oregon
2,Star,Sun Prairie,Wisc.,3750,Dane,Wisconsin
1,West Linn Tidings,Lake Oswego,Ore.,3750,Clackamas,Oregon
1,Lexington Minuteman,Lexington,Mass.,3745,Middlesex,Massachusetts
1,Clark County Press,Neillsville,Wisc.,3745,Clark,Wisconsin
1,News Progress,Sullivan,Ill.,3735,Moultrie,Illinois
1,Carroll County Comet,Flora,Ind.,3734,Carroll,Indiana
1,Stratford Star,Stratford,Conn.,3734,Fairfield,Connecticut
1,Hamilton County Herald,Chattanooga,Tenn.,3733,Hamilton,Tennessee
5,La Junta Tribune-Democrat,La Junta,Colo.,3721,Otero,Colorado
2,Hampton Union The,Hampton,N.H.,3716,Rockingham,New Hampshire
1,Diboll Free Press,Diboll,Texas,3713,Angelina,Texas
1,Winona Times,Winona,Miss.,3711,Montgomery,Mississippi
2,Copperas Cove Leader-Press,Copperas Cove,Texas,3706,Coryell,Texas
1,Detroit Lakes Tribune,Detroit Lakes,Minn.,3702,Becker,Minnesota
1,Madison County Carrier,Madison,Fla.,3700,Madison,Florida
1,Madison Enterprise-Recorder,Madison,Fla.,3700,Madison,Florida
1,Adel News Tribune,Adel,Ga.,3700,Cook,Georgia
1,Clarke County Democrat,Grove Hill,Ala.,3700,Clarke,Alabama
1,Thomasville Times,Thomasville,Ala.,3700,Clarke,Alabama
1,Au-Authm Action,Scottsdale,Ariz.,3700,Maricopa,Arizona
1,Marlow Review,Marlow,Okla.,3700,Stephens,Oklahoma
5,Elk City Daily News,Elk City,Okla.,3700,Beckham,Oklahoma
1,Randolph Guide,Asheboro,N.C.,3700,Randolph,North Carolina
1,Cumberland County News,Burkesville,Ky.,3700,Cumberland,Kentucky
5,Harrisburg Daily Register,Harrisburg,Ill.,3700,Saline,Illinois
1,Glenville Democrat,Glenville,W.Va.,3700,Gilmer,West Virginia
1,Mason Valley News/Leader-Courier,Yerington,Nev.,3700,Lyon,Nevada
1,Centralia Fireside Guard,Centralia,Mo.,3700,Boone,Missouri
1,Landmark,Platte City,Mo.,3700,Platte,Missouri
1,Eagle Valley Enterprise,Eagle,Colo.,3700,Eagle,Colorado
1,Rushville Times,Rushville,Ill.,3700,Schuyler,Illinois
6,News-Gazette The,Winchester,Ind.,3700,Randolph,Indiana
1,Merrick Beacon,Merrick,N.Y.,3700,Nassau,New York
1,Canton Independent Sentinel,Canton,Pa.,3700,Bradford,Pennsylvania
1,Gazette,Jefferson,Ohio,3700,Ashtabula,Ohio
1,Depew Bee,Depew,N.Y.,3700,Erie,New York
1,Oxford Leader,Oxford,Mich.,3697,Oakland,Michigan
1,Cheney Free Press,Cheney,Wash.,3695,Spokane,Washington
1,Victor Post,Victor,N.Y.,3690,Ontario,New York
2,Estes Park Trail-Gazette,Estes Park,Colo.,3686,Larimer,Colorado
1,Paxton Record,Paxton,Ill.,3686,Ford,Illinois
1,Madras Pioneer,Madras,Ore.,3686,Jefferson,Oregon
1,Smith County Reformer,Raleigh,Miss.,3685,Smith,Mississippi
1,Hancock Clarion,Hawesville,Ky.,3683,Hancock,Kentucky
7,Weirton Daily Times,Weirton,W.Va.,3682,Hancock,West Virginia
6,Baraboo News-Republic,Baraboo,Wisc.,3682,Sauk,Wisconsin
1,Glenside News,Glenside,Pa.,3681,Montgomery,Pennsylvania
2,Westport News,Westport,Conn.,3680,Fairfield,Connecticut
1,Polk County Standard,Cedartown,Ga.,3679,Polk,Georgia
1,Bald Knob Banner,Bald Knob,Ark.,3678,White,Arkansas
5,Olney Daily Mail,Olney,Ill.,3675,Richland,Illinois
1,Grant County Review,Milbank,S.D.,3668,Grant,South Dakota
1,Idaho County Free Press,Grangeville,Idaho,3668,Idaho,Idaho
1,Juniata Sentinel,Mifflintown,Pa.,3666,Juniata,Pennsylvania
1,Tri-Town Transcript,Topsfield,Mass.,3663,Essex,Massachusetts
1,Sand Springs Leader,Sand Springs,Okla.,3659,Osage,Oklahoma
1,Alden Advertiser,Alden,N.Y.,3658,Erie,New York
4,Daily Dunklin Democrat,Kennett,Mo.,3655,Dunklin,Missouri
5,Devils Lake Journal,Devils Lake,N.D.,3652,Ramsey,North Dakota
1,Blackshear Times,Blackshear,Ga.,3650,Pierce,Georgia
2,Humboldt Sun The,Winnemucca,Nev.,3650,Lander,Nevada
2,Willard Times-Junction,Willard,Ohio,3650,Huron,Ohio
1,Northern Kittitas County Tribune,Cle Elum,Wash.,3650,Kittitas,Washington
1,Seward County Independent,Seward,Neb.,3649,Seward,Nebraska
1,Lancaster Bee,Lancaster,N.Y.,3649,Erie,New York
1,Evergreen Courant,Evergreen,Ala.,3645,Conecuh,Alabama
1,Valley Roadrunner,Valley Center,Calif.,3642,San Diego,California
1,Caswell Messenger,Yanceyville,N.C.,3642,Caswell,North Carolina
1,Marquette County Tribune,Montello,Wisc.,3641,Marquette,Wisconsin
1,Forest City News,Forest City,Pa.,3640,Susquehanna,Pennsylvania
1,Warren Sentinel,Front Royal,Va.,3638,Warren,Virginia
1,Sussex Countian,Georgetown,Del.,3634,Sussex,Delaware
1,Pageland Progressive-Journal,Pageland,S.C.,3630,Chesterfield,South Carolina
1,Wareham Courier,Wareham,Mass.,3630,Plymouth,Massachusetts
1,Grafton News The,Grafton,Mass.,3630,Worcester,Massachusetts
1,Middleton Times-Tribune,Middleton,Wisc.,3629,Dane,Wisconsin
1,Cazenovia Republican,Cazenovia,N.Y.,3627,Madison,New York
2,Gilmer Mirror,Gilmer,Texas,3623,Upshur,Texas
1,Verona-Cedar Grove Times,Verona,N.J.,3621,Essex,New Jersey
1,Canton Citizen,Canton,Mass.,3620,Norfolk,Massachusetts
1,Ramsey Suburban News,Ridgewood,N.J.,3615,Bergen,New Jersey
1,Milford Mirror,Milford,Conn.,3615,New Haven,Connecticut
5,Morris Herald-News,Morris,Ill.,3614,Grundy,Illinois
5,Clinton Daily News,Clinton,Okla.,3613,Custer,Oklahoma
1,Salyersville Independent,Salyersville,Ky.,3613,Magoffin,Kentucky
1,Cold Spring Record,Cold Spring,Minn.,3612,Stearns,Minnesota
1,Troy Times-Tribune,Troy,Ill.,3603,Madison,Illinois
1,Clinton County News,Albany,Ky.,3602,Clinton,Kentucky
1,DeQuincy News,DeQuincy,La.,3600,Calcasieu Parish,Louisiana
5,Jacksonville Daily Progress,Jacksonville,Texas,3600,Cherokee,Texas
2,Madison County Herald,Canton,Miss.,3600,Madison,Mississippi
1,Forney Messenger,Forney,Texas,3600,Kaufman,Texas
1,Farmerville Gazette,Farmerville,La.,3600,Union Parish,Louisiana
1,Warren Eagle Democrat,Warren,Ark.,3600,Bradley,Arkansas
6,Vernon Daily Record The,Vernon,Texas,3600,Wilbarger,Texas
1,Paris Express,Paris,Ark.,3600,Logan,Arkansas
1,Indian Journal,Eufaula,Okla.,3600,McIntosh,Oklahoma
1,Citizen Voice & Times,Irvine,Ky.,3600,Estill,Kentucky
5,Daily Republican The,Marion,Ill.,3600,Williamson,Illinois
5,McPherson Sentinel,McPherson,Kan.,3600,McPherson,Kansas
1,Windsor Times,Windsor,Calif.,3600,Sonoma,California
1,Greenup County News-Times,Greenup,Ky.,3600,Greenup,Kentucky
1,Liberty Bee-Times,Liberty,Ill.,3600,Adams,Illinois
1,Landmark,Oak Park,Ill.,3600,Cook,Illinois
1,Cass City Chronicle,Cass City,Mich.,3600,Tuscola,Michigan
1,Bethel Citizen The,Bethel,Maine,3600,Oxford,Maine
1,River Falls Journal,River Falls,Wisc.,3600,Pierce,Wisconsin
1,Original Irregular,Kingfield,Maine,3600,Franklin,Maine
1,Carbon County News,Red Lodge,Mont.,3600,Carbon,Montana
1,Newberry News,Newberry,Mich.,3600,Luce,Michigan
1,Turtle Mountain Star,Rolla,N.D.,3600,Rolette,North Dakota
1,Times,Port Royal,Pa.,3591,Juniata,Pennsylvania
5,Spencer Evening World,Spencer,Ind.,3590,Owen,Indiana
5,York News-Times,York,Neb.,3589,York,Nebraska
2,Burleson Star,Burleson,Texas,3587,Johnson,Texas
1,Winterset Madisonian,Winterset,Iowa,3580,Madison,Iowa
1,San Augustine Tribune,San Augustine,Texas,3575,San Augustine,Texas
1,Blue Mountain Eagle,John Day,Ore.,3575,Grant,Oregon
1,Stone County Enterprise,Wiggins,Miss.,3565,Stone,Mississippi
1,Voice News,Hickman,Neb.,3564,Lancaster,Nebraska
1,Nutley Sun,Nutley,N.J.,3564,Essex,New Jersey
1,Sulphur Times-Democrat,Sulphur,Okla.,3560,Murray,Oklahoma
1,Highlander,Highlands,N.C.,3560,Macon,North Carolina
1,Lake County Banner,Tiptonville,Tenn.,3560,Lake,Tennessee
1,Rossford Record Journal,Rossford,Ohio,3559,Wood,Ohio
1,Sierra Star,Oakhurst,Calif.,3555,Madera,California
1,Warren County Journal,Warrenton,Mo.,3555,Warren,Missouri
1,Eagle Observer,Marcellus,N.Y.,3553,Onondaga,New York
1,Wills Point Chronicle,Wills Point,Texas,3551,Van Zandt,Texas
1,Belmont Mt Holly Banner News,Belmont,N.C.,3551,Gaston,North Carolina
1,Gadsden County Times,Quincy,Fla.,3550,Gadsden,Florida
1,Waunakee Tribune,Waunakee,Wisc.,3550,Dane,Wisconsin
1,News Record,Wanamingo,Minn.,3550,Goodhue,Minnesota
1,Citizen,White Bear Lake,Minn.,3550,Ramsey,Minnesota
1,Vadnais Heights Press,Vadnais Heights,Minn.,3545,Ramsey,Minnesota
1,Shoreline Times,Madison,Conn.,3544,New Haven,Connecticut
1,Licking Valley Courier,West Liberty,Ky.,3543,Morgan,Kentucky
2,Salem Times-Commoner,Salem,Ill.,3543,Marion,Illinois
5,Deming Headlight,Deming,N.M.,3541,Luna,New Mexico
1,Pineville Sun-Cumberland Courier,Pineville,Ky.,3541,Bell,Kentucky
1,Bremerton Patriot,Bremerton,Wash.,3534,Kitsap,Washington
1,Silverton Appeal Tribune,Silverton,Ore.,3531,Marion,Oregon
1,Frio-Nueces Current,Pearsall,Texas,3528,Frio,Texas
1,Skaneateles Press,Skaneateles,N.Y.,3528,Onondaga,New York
1,Chisago County Press,Lindstrom,Minn.,3528,Chisago,Minnesota
1,Leslie County News,Hyden,Ky.,3525,Leslie,Kentucky
1,Illinois Valley News,Cave Junction,Ore.,3525,Josephine,Oregon
1,Graham Star,Graham,N.C.,3524,Alamance,North Carolina
1,Newcomerstown News,Newcomerstown,Ohio,3524,Tuscarawas,Ohio
1,Holt County Independent,O'Neill,Neb.,3520,Holt,Nebraska
1,Archdale Trinity News,Archdale,N.C.,3515,Randolph,North Carolina
1,Chicago Ridge Citizen,Midlothian,Ill.,3515,Cook,Illinois
1,Herald Review,Reed City,Mich.,3515,Osceola,Michigan
5,McDowell News,Marion,N.C.,3512,McDowell,North Carolina
1,Independent Coast Observer,Gualala,Calif.,3510,Mendocino,California
1,News Enterprise,North Creek,N.Y.,3510,Warren,New York
2,Russellville News Democrat  & Leader,Russellville,Ky.,3509,Logan,Kentucky
6,Times,Pawtucket,R.I.,3508,Providence,Rhode Island
1,Milton Courier,Milton,Wisc.,3508,Rock,Wisconsin
1,Lauderdale Voice,Ripley,Tenn.,3504,Lauderdale,Tennessee
1,Deerfield Valley News,West Dover,Vt.,3503,Windham,Vermont
1,Immokalee Bulletin,Immokalee,Fla.,3500,Collier,Florida
5,Franklin Banner-Tribune,Franklin,La.,3500,St. Mary Parish,Louisiana
1,Donalsonville News,Donalsonville,Ga.,3500,Seminole,Georgia
1,Marksville Weekly News,Marksville,La.,3500,Avoyelles Parish,Louisiana
3,Light and Champion,Center,Texas,3500,Shelby,Texas
5,Mineral Wells Index,Mineral Wells,Texas,3500,Palo Pinto,Texas
1,Farmersville Times,Farmersville,Texas,3500,Collin,Texas
6,Banner-News The,Magnolia,Ark.,3500,Columbia,Arkansas
1,West Alabama Gazette,Millport,Ala.,3500,Lamar,Alabama
1,Lincoln Ledger,Star City,Ark.,3500,Lincoln,Arkansas
1,Parker Pioneer,Parker,Ariz.,3500,La Paz,Arizona
1,Tideland News,Swansboro,N.C.,3500,Onslow,North Carolina
1,Independent,Edgewood,N.M.,3500,Santa Fe,New Mexico
1,Tribune,Bethany,Okla.,3500,Oklahoma,Oklahoma
1,News-Leader,Decatur,Tenn.,3500,Meigs,Tennessee
1,Smithville Review,Smithville,Tenn.,3500,DeKalb,Tennessee
1,Perkins Journal,Perkins,Okla.,3500,Payne,Oklahoma
2,Perryton Herald,Perryton,Texas,3500,Ochiltree,Texas
1,Pawhuska Journal-Capital,Pawhuska,Okla.,3500,Osage,Oklahoma
1,Cairo Citizen,Cairo,Ill.,3500,Alexander,Illinois
1,Springfield Sun,Springfield,Ky.,3500,Washington,Kentucky
1,Clay County Free Press,Clay,W.Va.,3500,Clay,West Virginia
1,Osawatomie Graphic,Osawatomie,Kan.,3500,Miami,Kansas
1,Lee's Summit Tribune,Lee's Summit,Mo.,3500,Jackson,Missouri
5,Greene County Daily World,Linton,Ind.,3500,Greene,Indiana
1,Lincoln Sentinel-Republican,Lincoln,Kan.,3500,Lincoln,Kansas
1,Belleville Telescope,Belleville,Kan.,3500,Republic,Kansas
1,Brookville Star,Brookville,Ohio,3500,Montgomery,Ohio
1,Crete News,Crete,Neb.,3500,Saline,Nebraska
1,Home News,Bath,Pa.,3500,Northampton,Pennsylvania
6,Herald Journal,Monticello,Ind.,3500,White,Indiana
1,Mountain Echo,Fall River Mills,Calif.,3500,Shasta,California
1,Knoxville Journal-Express,Knoxville,Iowa,3500,Marion,Iowa
1,Glendale Heights Press,Glendale Heights,Ill.,3500,DuPage,Illinois
2,Waltham Daily News Tribune,Waltham,Mass.,3500,Middlesex,Massachusetts
1,Stoneham Independent The,Stoneham,Mass.,3500,Middlesex,Massachusetts
1,Wind River News,Riverton,Wyo.,3500,Fremont,Wyoming
1,Dickinson County News,Spirit Lake,Iowa,3500,Dickinson,Iowa
1,Weekly Observer,Sanford,Maine,3500,York,Maine
1,Fox Lake Representative,Fox Lake,Wisc.,3500,Dodge,Wisconsin
1,Reporter,Waterboro,Maine,3500,York,Maine
1,Jefferson County Journal,Adams,N.Y.,3500,Jefferson,New York
1,Green Lake Reporter,Green Lake,Wisc.,3500,Green Lake,Wisconsin
1,Princeton Times-Republic,Princeton,Wisc.,3500,Green Lake,Wisconsin
1,Berlin Journal,Berlin,Wisc.,3500,Green Lake,Wisconsin
1,Omro Herald,Omro,Wisc.,3500,Winnebago,Wisconsin
1,Charlevoix Courier,Charlevoix,Mich.,3500,Charlevoix,Michigan
1,Oregon City News,Oregon City,Ore.,3500,Multnomah,Oregon
1,Pioneer-Tribune,Manistique,Mich.,3500,Schoolcraft,Michigan
1,Seaside Signal,Seaside,Ore.,3500,Clatsop,Oregon
1,Valley Journal,Halstad,Minn.,3500,Norman,Minnesota
5,Mountain Mail,Salida,Colo.,3494,Chaffee,Colorado
1,Charlotte Gazette,Drakes Branch,Va.,3492,Charlotte,Virginia
1,Homer Tribune,Homer,Alaska,3492,Kenai Peninsula Borough,Alaska
1,Azusa Herald Highlander,Azusa,Calif.,3490,Los Angeles,California
1,Banks County News,Jefferson,Ga.,3490,Jackson,Georgia
1,Vermilion Photojournal,Vermilion,Ohio,3486,Lorain,Ohio
1,Prescott Journal,Prescott,Wisc.,3486,Pierce,Wisconsin
1,Ely Echo,Ely,Minn.,3484,St. Louis,Minnesota
1,Naperville Reporter,Naperville,Ill.,3483,DuPage,Illinois
2,Moore County News-Press,Moore,Texas,3480,Frio,Texas
1,Van Buren County Democrat,Clinton,Ark.,3477,Van Buren,Arkansas
1,Hyattsville/ Port Towns/Riverdale Gazette,Hyattsville,Md.,3475,Prince Georges,Maryland
6,Benton Evening News,Benton,Ill.,3472,Franklin,Illinois
5,Daily Sentinel,Pomeroy,Ohio,3471,Meigs,Ohio
5,Northern Wyoming Daily News,Worland,Wyo.,3468,Washakie,Wyoming
1,Co-op City News,Bronx,N.Y.,3465,Bronx,New York
1,Doings Elmhurst,Elmhurst,Ill.,3465,DuPage,Illinois
1,Sioux Valley News,Canton,S.D.,3464,Lincoln,South Dakota
5,Washington Evening Journal,Washington,Iowa,3462,Washington,Iowa
1,Quitman Free Press,Quitman,Ga.,3460,Brooks,Georgia
1,Cherokeean/Herald,Rusk,Texas,3457,Cherokee,Texas
1,Star,North Augusta,S.C.,3457,Aiken,South Carolina
1,Community Progress,Scotland Neck,N.C.,3457,Halifax,North Carolina
1,New Castle Record The,New Castle,Va.,3457,Craig,Virginia
1,Spencer Magnet,Taylorsville,Ky.,3457,Spencer,Kentucky
1,California Democrat,California,Mo.,3457,Moniteau,Missouri
1,Lexington News,Lexington,Mo.,3457,Lafayette,Missouri
2,Batesville Herald-Tribune,Batesville,Ind.,3457,Ripley,Indiana
2,Pana News-Palladium,Pana,Ill.,3457,Christian,Illinois
1,Colonial News,Fort Washington,Pa.,3457,Montgomery,Pennsylvania
1,Advance Leader Star,Monroeville,Pa.,3457,Allegheny,Pennsylvania
1,Ackley World Journal,Ackley,Iowa,3457,Hardin,Iowa
1,Richland Observer,Richland Center,Wisc.,3457,Richland,Wisconsin
1,Downeast Coastal Press The,Cutler,Maine,3457,Washington,Maine
1,Cornwall Local,Cornwall,N.Y.,3455,Orange,New York
2,Graham Leader,Graham,Texas,3450,Young,Texas
1,Cuba Free Press,Cuba,Mo.,3450,Crawford,Missouri
1,Tri-City Tribune,Cozad,Neb.,3450,Dawson,Nebraska
1,Monticello Express,Monticello,Iowa,3450,Jones,Iowa
6,Morning News,Blackfoot,Idaho,3450,Bingham,Idaho
1,Westbury Times,Westbury,N.Y.,3445,Nassau,New York
1,Allegan County News,Allegan,Mich.,3444,Allegan,Michigan
5,Rockdale Citizen,Conyers,Ga.,3442,Rockdale,Georgia
1,Kutztown Area Patriot The,Kutztown,Pa.,3436,Berks,Pennsylvania
1,Livingston Ledger,Livingston,Ky.,3430,Rockcastle,Kentucky
1,Redmond Spokesman The,Redmond,Ore.,3429,Deschutes,Oregon
6,Williston Daily Herald,Williston,N.D.,3427,Williams,North Dakota
6,Ellwood City Ledger,Ellwood City,Pa.,3425,Lawrence,Pennsylvania
1,McLeod County Chronicle,Glencoe,Minn.,3417,McLeod,Minnesota
1,Westmore News,Port Chester,N.Y.,3416,Westchester,New York
1,Wakefield Observer,Wakefield,Mass.,3412,Middlesex,Massachusetts
1,Hopewell Valley News,Hopewell,N.J.,3408,Mercer,New Jersey
1,Linn News-Letter,Central City,Iowa,3402,Linn,Iowa
1,Devine News,Devine,Texas,3400,Medina,Texas
2,Gatesville Messenger and Star-Forum,Gatesville,Texas,3400,Coryell,Texas
1,Jackson Independent,Jonesboro,La.,3400,Jackson Parish,Louisiana
1,Manchester Star-Mercury,Manchester,Ga.,3400,Meriwether,Georgia
3,Fayette County News,Fayetteville,Ga.,3400,Fayette,Georgia
1,McGehee-Dermott Times/News,McGehee,Ark.,3400,Desha,Arkansas
1,Los Angeles Wave - Herald American,Los Angeles,Calif.,3400,Los Angeles,California
1,Clinton Chronicle,Clinton,S.C.,3400,Laurens,South Carolina
1,Kenbridge-Victoria Dispatch,Victoria,Va.,3400,Lunenburg,Virginia
4,Craig Daily Press,Craig,Colo.,3400,Moffat,Colorado
1,Record-Review,Bedford,N.Y.,3400,Westchester,New York
1,Tri-Town News,Sidney,N.Y.,3400,Delaware,New York
1,Watertown TAB & Press,Watertown,Mass.,3400,Middlesex,Massachusetts
1,Montanian,Libby,Mont.,3400,Lincoln,Montana
1,Bonners Ferry Herald,Bonners Ferry,Idaho,3400,Boundary,Idaho
